artist_name,artist_id,album_id,album_release_date,album_release_year,duration_ms,danceability
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,276476,0.279
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,236230,0.628
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,233406,0.745
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,240508,0.622
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,217380,0.628
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,369598,0.256
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,183371,0.59
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,253028,0.583
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,222647,0.531
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,407656,0.188
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,166183,0.648
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,276080,0.56
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,175466,0.561
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,233320,0.754
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,261905,0.538
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,173250,0.676
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,234600,0.622
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,186810,0.612
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,246320,0.514
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1PdMoahMiMnqWfzWZs3xSI,2024-10-06,2024,153229,0.187
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,276476,0.313
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,236230,0.626
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,233406,0.745
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,240508,0.625
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,217380,0.617
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,369598,0.258
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,183371,0.597
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,253028,0.614
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,222647,0.521
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,5SGtrmYbIo0Dsg4kJ4qjM6,2024-10-04,2024,407656,0.192
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,53184,0.326
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,206681,0.507
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,266704,0.575
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,53033,0.0859
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,241595,0.592
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,188966,0.348
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,217266,0.432
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,192394,0.614
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,21388,0.115
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,226198,0.573
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,226140,0.576
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,06mXfvDsRZNfnsGZvX2zpb,2021-10-15,2021,617057,0.285
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,151093,0.146
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,230013,0.449
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,278906,0.595
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,150200,0.55
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,298320,0.633
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,76933,0.692
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,340280,0.401
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,155000,0.141
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,115080,0.475
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,197533,0.503
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,157866,0.341
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,167280,0.491
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,146946,0.476
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,194666,0.393
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,257546,0.503
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2FeyIYDDAQqcOJKOKhvHdr,2019-11-22,2019,258533,0.512
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,299120,0.32
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,350466,0.322
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,244306,0.397
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,388600,0.294
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,274053,0.345
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,419373,0.189
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,221200,0.46
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,285840,0.474
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,295373,0.292
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,260200,0.448
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,105680,0.359
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,284426,0.312
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,302946,0.17
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,327466,0.256
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,251066,0.428
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,306546,0.476
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,369306,0.196
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,117760,0.253
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,277800,0.121
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,316200,0.233
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,244240,0.426
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,276360,0.415
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,525706,0.108
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,19CvkGjYpifkdwgVJSbog2,2018-12-07,2018,123240,0.156
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,223773,0.449
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,229093,0.559
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,258266,0.491
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,282693,0.534
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,263786,0.638
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,267533,0.485
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,111853,0.288
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,376826,0.387
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,271106,0.451
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,60106,0.348
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,3cfAM8b8KqJRoIzt3zLKqw,2015-12-04,2015,405320,0.479
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,237266,0.476
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,292146,0.5
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,249360,0.584
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,260026,0.463
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,288666,0.459
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,235880,0.509
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,268786,0.363
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,278266,0.467
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,1hNS0RsxPTFjmKXCgmjSLS,2014-11-21,2014,336066,0.308
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2G4AUqfwxcV1UdQjm2ouYr,2014-05-19,2014,216626,0.495
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2G4AUqfwxcV1UdQjm2ouYr,2014-05-19,2014,285014,0.738
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2G4AUqfwxcV1UdQjm2ouYr,2014-05-19,2014,228373,0.688
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2G4AUqfwxcV1UdQjm2ouYr,2014-05-19,2014,246000,0.482
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2G4AUqfwxcV1UdQjm2ouYr,2014-05-19,2014,294666,0.548
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2G4AUqfwxcV1UdQjm2ouYr,2014-05-19,2014,234413,0.516
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2G4AUqfwxcV1UdQjm2ouYr,2014-05-19,2014,321680,0.194
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2G4AUqfwxcV1UdQjm2ouYr,2014-05-19,2014,267866,0.545
